no_pkk,no_pkk_inaportnet,vessel_name_spb,company_name,name_process_code,gt,loa,name_branch,departure_date,nomor_pkk,nomor_spb,vessel_name_wasop,waktu_tolak,NAMA KAPAL,GT,LOA,DARI,KE,PERUSAHAAN,NO SPK PANDU,NO PKK INAPORTNET,NO PKK,NAMA PANDU,MULAI PANDU,SELESAI PANDU,KAPAL TUNDA 1,KAPAL TUNDA 2,KAPAL TUNDA 3,MULAI TUNDA,SELESAI TUNDA,ZONA,STATUS NOTA
SK6813000010,PKK.DN.IDGRE.2510.000727,SINAR KAPUAS 68,ARMADA ANAK LAUT,Request PPKB,1661.0,70.09,TANJUNG PERAK,2025-11-04 01:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
BV1083000014,PKK.DN.IDSMQ.2510.000488,BVS 10,"PELAYARAN ANDHARA ADHYA JAYA, PT",Realization,2013.0,76.2,SAMPIT,2025-10-31 09:00,PKK.DN.IDSMQ.2510.000488,SPB.IDSMQ.1125.0000349,BVS 10,2025-11-19T16:00:00.000Z,BVS 10,2013,76.2,LAUT,REDE UMUM,"PELAYARAN ANDHARA ADHYA JAYA, PT",IDSMQ-PLD-SPK.2511.009588,PKK.DN.IDSMQ.2510.000488,BV1083000014,CAHYO WIDHY SULISTYANTO,12-11-2025 14:59,12-11-2025 15:43,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
LRB357000001,PKK.LN.IDKBU.2510.000496,MV. GENEROSITY,PT. RIANDY FIESTA SAMUDERA,Request PPKB,44366.0,229.0,KOTABARU,2025-10-23 04:56,PKK.LN.IDKBU.2510.000496,SPB.IDKBU.1025.0000640,MV. GENEROSITY,2025-10-24T07:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
000A29000101,PKK.DN.IDKOE.2510.000179,AWU,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,6022.0,99.8,TENAU KUPANG,2025-10-24 10:00,PKK.DN.IDKOE.2510.000179,SPB.IDKOE.1025.0000178,AWU,2025-10-24T09:00:00.000Z,AWU,6022,99.8,LAUT,DERMAGA PENUMPANG PELABUHAN TENAU KUPANG,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",IDKOE-PLD-SPK.2510.003181,PKK.DN.IDKOE.2510.000179,000A29000101,JOKO RIAWAN	,24-10-2025 11:04,24-10-2025 11:39,ANOMAN I,,,24-10-2025 11:08,24-10-2025 11:35,ZONA KUPANG,BELUM VERIFIKASI
242K83000001,PKK.DN.IDSMQ.2510.000471,KAYSAN,TRANS CAKRAWALA PERKASA,Request PPKB,30738.0,190.0,SAMPIT,2025-10-31 15:00,PKK.DN.IDSMQ.2510.000471,SPB.IDSMQ.1125.0000411,KAYSAN,2025-11-22T16:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
BI9225000009,PKK.DN.IDBDJ.2510.003266,BAHARI II,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,1358.0,72.81,BANJARMASIN,2025-11-04 22:00,nan,,,,BAHARI II,1358,72.81,LAUT,REDE TRISAKTI,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",IDBDJ-PLD-SPK.2510.054276,PKK.DN.IDBDJ.2510.003266,BI9225000009,CECILIA KUSUMA TANTRI,27-10-2025 22:30,27-10-2025 22:31,,,,,,BANJARMASIN,BELUM VERIFIKASI
PK0013000001,PKK.DN.IDSUB.2510.000825,PUTERI KIRANA,"SNEPAC AGENCY ASIA, PT",Request PPKB,25895.0,185.84,TANJUNG PERAK,2025-10-29 17:00,PKK.DN.IDSUB.2510.000825,SPB.IDSUB.1025.0001136,PUTERI KIRANA,2025-10-29T02:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
HD8I83000001,PKK.DN.IDSMQ.2510.000461,LIUS PRIMA,PT. PELAYARAN ALBANY,Realization,1347.0,70.09,SAMPIT,2025-11-15 16:00,nan,,,,LIUS PRIMA,1347,70.1,LAUT,REDE UMUM,PT. PELAYARAN ALBANY,IDSMQ-PLD-SPK.2510.009024,PKK.DN.IDSMQ.2510.000461,HD8I83000001,ISWANTO,04-11-2025 00:01,04-11-2025 01:34,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
PYDU57000003,PKK.DN.IDKBU.2510.000581,GUANG TAI 02,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,2111.0,52.5,KOTABARU,2025-10-31 14:00,nan,,,,GUANG TAI 02,2111,52.5,LAUT,STS TG PEMANCING,"ANANDA BINTANG ARUNG SAMUDERA, PT",IDKBU-PLD-SPK.2510.011066,PKK.DN.IDKBU.2510.000581,PYDU57000003,BUNYAMIN NURIADIN,23-10-2025 15:08,23-10-2025 15:27,,,,,,STS KOTABARU,BELUM VERIFIKASI
W3L757000014,PKK.DN.IDKBU.2510.000580,HUI HONG NAN JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1488.0,56.1,KOTABARU,2025-10-31 01:00,nan,,,,HUI HONG NAN JIA,1488,56.1,LAUT,STS TG PEMANCING,"ANANDA BINTANG ARUNG SAMUDERA, PT",IDKBU-PLD-SPK.2510.011065,PKK.DN.IDKBU.2510.000580,W3L757000014,BUNYAMIN NURIADIN,23-10-2025 15:01,23-10-2025 15:18,,,,,,STS KOTABARU,BELUM VERIFIKASI
TG1557000001,PKK.DN.IDKBU.2508.000376,TGH 2515,PT. LIMA SEMBILAN SEMBILAN SEMBILAN,Request PPKB,2208.0,76.25,KOTABARU,2025-08-19 05:00,PKK.DN.IDKBU.2508.000376,SPB.IDKBU.0825.0000836,TGH 2515,2025-08-30T09:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
VDCE57000001,PKK.DN.IDKBU.2508.000539,LIUS MAHAKAM,PT. LIMA SEMBILAN SEMBILAN SEMBILAN,Request PPKB,2145.0,82.3,KOTABARU,2025-08-26 15:00,PKK.DN.IDKBU.2508.000539,SPB.IDKBU.0925.0000222,LIUS MAHAKAM,2025-09-08T14:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
9AJ325000136,PKK.DN.IDBDJ.2510.003194,MBP 1519,"TERA LOGISTIC INDONESIA, PT",Realization,7874.0,120.0,BANJARMASIN,2025-10-25 15:00,PKK.DN.IDBDJ.2510.003194,SPB.IDBDJ.1125.0002690,MBP 1519,2025-11-22T15:00:00.000Z,MBP 1519,7874,120,PULAU BAKUT,REDE TRISAKTI,"TERA LOGISTIC INDONESIA, PT",IDBDJ-PLD-SPK.2510.054055,PKK.DN.IDBDJ.2510.003194,9AJ325000136,UNANG SUMANTRI,23-10-2025 11:54,23-10-2025 13:11,,,,,,BANJARMASIN,BELUM VERIFIKASI
AE7E25000004,PKK.DN.IDBDJ.2510.003190,ARK EMERALD,PT Immanu Sukses Bersama,Realization,3071.0,91.5,BANJARMASIN,2025-10-30 15:00,PKK.DN.IDBDJ.2510.003190,SPB.IDBDJ.1025.0003910,ARK EMERALD,2025-10-28T15:00:00.000Z,ARK EMERALD,3071,91.5,PULAU BAKUT,REDE TRISAKTI,PT Immanu Sukses Bersama,IDBDJ-PLD-SPK.2510.054050,PKK.DN.IDBDJ.2510.003190,AE7E25000004,KUSNADI,23-10-2025 16:50,23-10-2025 17:50,,,,,,BANJARMASIN,BELUM VERIFIKASI
S06857000003,PKK.DN.IDKBU.2507.000710,SATRIA LAUT 3068,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3346.0,91.44,KOTABARU,2025-07-28 02:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
BYMG13000001,PKK.DN.IDSUB.2510.000900,IRIMA 1,"PELAYARAN SAMASAGUNG TUNGGAL PERKASA, PT",Realization,1135.0,53.95,TANJUNG PERAK,2025-10-30 18:00,nan,,,,IRIMA 1,1135,53.95,LAUT,ZONA PERBAIKAN KAPAL (TANJUNG PERAK),"PELAYARAN SAMASAGUNG TUNGGAL PERKASA, PT",IDSUB-PLD-SPK.2510.026418,PKK.DN.IDSUB.2510.000900,BYMG13000001,KUKUH EKO RISTIYANTO,23-10-2025 09:38,23-10-2025 11:55,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
SKB583000004,PKK.DN.IDSMQ.2510.000429,SINAR KOTA BESI V,"KALINDO MAKMUR ABADI, PT",Realization,2013.0,76.2,SAMPIT,2025-10-28 16:00,nan,,,,SINAR KOTA BESI V,2013,76.2,LAUT,REDE UMUM,"KALINDO MAKMUR ABADI, PT",IDSMQ-PLD-SPK.2510.008958,PKK.DN.IDSMQ.2510.000429,SKB583000004,AGUS BUDI RAHARJO,25-10-2025 13:13,25-10-2025 13:39,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
BUP657000005,PKK.DN.IDKBU.2510.000061,BUMI PALMA ENAM,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,2666.0,79.25,KOTABARU,2025-10-03 22:00,PKK.DN.IDKBU.2510.000061,SPB.IDKBU.1025.0000549,BUMI PALMA ENAM,2025-10-21T00:30:00.000Z,,,,,,,,nan,,,,,,,,,,,
3PXD13000005,PKK.DN.IDGRE.2510.000643,PANEN MAKMUR 22,ARMADA ANAK LAUT,Realization,2834.0,82.3,TANJUNG PERAK,2025-11-05 01:00,nan,,,,PANEN MAKMUR 22,2834,82.3,LAUT,AREA REDE DALAM,ARMADA ANAK LAUT,IDGRE-PLD-SPK.2511.012552,PKK.DN.IDGRE.2510.000643,3PXD13000005,HANDOKO PUTRA HARI. P,03-11-2025 21:30,03-11-2025 22:50,,,,,,ZONA GRESIK,BELUM VERIFIKASI
SM6925000013,PKK.DN.IDBDJ.2510.002975,SOM 69,BUANA MITRA SAMUDERA PT,Realization,4628.0,100.58,BANJARMASIN,2025-10-26 00:00,nan,,,,SOM 69,4628,100.58,PULAU BAKUT,REDE TRISAKTI,BUANA MITRA SAMUDERA PT,IDBDJ-PLD-SPK.2510.053744,PKK.DN.IDBDJ.2510.002975,SM6925000013,AFRIANDI PUTRA,22-10-2025 07:04,22-10-2025 09:46,,,,,,BANJARMASIN,BELUM VERIFIKASI
AY8825000006,PKK.DN.IDBDJ.2510.002958,AYU 88,"ANTARMODA MARITIM NUSANTARA, PT",Realization,1143.0,83.2,BANJARMASIN,2025-10-28 01:07,PKK.DN.IDBDJ.2510.002958,SPB.IDBDJ.1125.0002278,AYU 88,2025-11-19T15:00:00.000Z,AYU 88,1143,83.2,LAUT,REDE TRISAKTI,"ANTARMODA MARITIM NUSANTARA, PT",IDBDJ-PLD-SPK.2510.053737,PKK.DN.IDBDJ.2510.002958,AY8825000006,TRIONO LISWIGIANTO,24-10-2025 01:32,24-10-2025 01:34,,,,,,BANJARMASIN,BELUM VERIFIKASI
50D525000002,PKK.DN.IDBDJ.2510.002914,BAIDURI 30273,"ADYA TRIAMARGA, PT",Realization,3136.0,91.52,BANJARMASIN,2025-10-31 15:00,nan,,,,BAIDURI 30273,3136,91.52,LAUT,REDE TRISAKTI,"ADYA TRIAMARGA, PT",IDBDJ-PLD-SPK.2510.053658,PKK.DN.IDBDJ.2510.002914,50D525000002,GALIH PRASETYO,21-10-2025 14:27,21-10-2025 15:27,,,,,,BANJARMASIN,BELUM VERIFIKASI
UZO425000038,PKK.DN.IDBDJ.2510.002903,SOEKAWATI 27,SAMUDERA BAHTERA BORNEO,Realization,3238.0,91.5,BANJARMASIN,2025-10-31 10:26,nan,,,,SOEKAWATI 27,3238,91.5,PULAU BAKUT,REDE TRISAKTI,SAMUDERA BAHTERA BORNEO,IDBDJ-PLD-SPK.2510.053758,PKK.DN.IDBDJ.2510.002903,UZO425000038,CECILIA KUSUMA TANTRI,23-10-2025 16:43,23-10-2025 16:43,,,,,,BANJARMASIN,BELUM VERIFIKASI
MOVK13000001,PKK.DN.IDSUB.2510.000824,CLARITY 08,ARMADA ANAK LAUT,Request PPKB,4634.0,93.95,TANJUNG PERAK,2025-10-28 01:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
JX0057000011,PKK.DN.IDKBU.2510.000516,JHONI XLIX,PT. IDT TRANS AGENCY,Realization,17019.0,169.37,KOTABARU,2025-10-27 15:00,PKK.DN.IDKBU.2510.000516,SPB.IDKBU.1125.0000563,JHONI XLIX,2025-11-21T12:30:00.000Z,JHONI XLIX,17019,169.37,LAUT,STS TG PEMANCING,PT. IDT TRANS AGENCY,IDKBU-PLD-SPK.2510.011011,PKK.DN.IDKBU.2510.000516,JX0057000011,UNTUNG ALFI AJI,01-11-2025 18:25,01-11-2025 19:05,,,,,,STS KOTABARU,BELUM VERIFIKASI
E57357000001,PKK.LN.IDKBU.2510.000400,MV. SHENG TAI HAI,PT. IDT TRANS AGENCY,Request PPKB,32874.0,189.99,KOTABARU,2025-10-25 15:30,PKK.LN.IDKBU.2510.000400,SPB.IDKBU.1025.0000529,MV. SHENG TAI HAI,2025-10-20T10:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
AJ5713000047,PKK.DN.IDSUB.2510.000798,MULTI PERMAI,"PERUSH PELAYARAN NASIONAL NAMSURYA CITRASARI LINES, PT",Realization,1538.0,75.59,TANJUNG PERAK,2025-10-31 01:00,nan,,,,MULTI PERMAI,1538,75.6,LAUT,JAMRUD SELATAN,"PERUSH PELAYARAN NASIONAL NAMSURYA CITRASARI LINES, PT",IDSUB-PLD-SPK.2510.026392,PKK.DN.IDSUB.2510.000798,AJ5713000047,DIRMAN,22-10-2025 10:02,22-10-2025 10:37,TB. MARINA VISION,,,22-10-2025 10:02,22-10-2025 10:39,ZONA SURABAYA,BELUM VERIFIKASI
O0K757000001,PKK.LN.IDKBU.2510.000373,MV. CORAL GEM,PT. RIANDY FIESTA SAMUDERA,Request PPKB,30962.0,189.9,KOTABARU,2025-10-19 04:33,PKK.LN.IDKBU.2510.000373,SPB.IDKBU.1025.0000489,MV. CORAL GEM,2025-10-18T19:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
CB0013000020,PKK.DN.IDSUB.2510.000754,FERIMAS SEJAHTERA,"INDOLINE INCOMEKITA, PT",Realization,762.0,64.02,TANJUNG PERAK,2025-10-28 13:00,PKK.DN.IDSUB.2510.000754,SPB.IDSUB.1125.0000203,FERIMAS SEJAHTERA,2025-11-06T16:00:00.000Z,FERIMAS SEJAHTERA,762,64.02,LAUT,ZONA LABUH 2 (SURABAYA),"INDOLINE INCOMEKITA, PT",IDSUB-PLD-SPK.2510.026258,PKK.DN.IDSUB.2510.000754,CB0013000020,SUPRIYATNO,26-10-2025 03:21,26-10-2025 03:42,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
R25083000001,PKK.DN.IDSMQ.2510.000371,RICKY 250 9,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,2201.0,76.2,SAMPIT,2025-10-29 16:00,nan,,,,RICKY 250 9,2201,76.2,LAUT,REDE UMUM,"ANUGERAH MAHADAYA NUSANTARA, PT",IDSMQ-PLD-SPK.2510.008826,PKK.DN.IDSMQ.2510.000371,R25083000001,HERRO TRISHARJANTHO,19-10-2025 12:56,19-10-2025 12:56,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
SEVF25000077,PKK.DN.IDBDJ.2510.002610,TAMA 3058,"MULTI LINE BORNEO, PT",Realization,3492.0,91.44,BANJARMASIN,2025-10-21 15:55,nan,,,,TAMA 3058,3492,91.44,PULAU BAKUT,REDE TRISAKTI,"MULTI LINE BORNEO, PT",IDBDJ-PLD-SPK.2510.053251,PKK.DN.IDBDJ.2510.002610,SEVF25000077,ANGGA HENDRA WIJAYA,19-10-2025 16:51,19-10-2025 17:51,,,,,,BANJARMASIN,BELUM VERIFIKASI
MDO613000064,PKK.DN.IDSUB.2510.000723,MERATUS MEDAN 1,"MERATUS LINE, PT",Realization,13853.0,161.85,TANJUNG PERAK,2025-10-21 16:55,PKK.DN.IDSUB.2510.000723,SPB.IDSUB.1025.0000870,MERATUS MEDAN 1,2025-10-22T14:00:00.000Z,MERATUS MEDAN 1,13853,161.85,LAUT,DERMAGA BERLIAN,"MERATUS LINE, PT",IDSUB-PLD-SPK.2510.026126,PKK.DN.IDSUB.2510.000723,MDO613000064,ALFIAN KURNIAWAN,20-10-2025 05:56,20-10-2025 07:53,TB AAL VICTORY ,KT. JAYANEGARA 304,,20-10-2025 07:16,20-10-2025 07:52,ZONA SURABAYA,BELUM VERIFIKASI
EAAD57000005,PKK.DN.IDKBU.2510.000389,SLM SELENE 2,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,2115.0,90.4,KOTABARU,2025-10-20 05:30,PKK.DN.IDKBU.2510.000389,SPB.IDKBU.1025.0000660,SLM SELENE 2,2025-10-24T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
P85225000001,PKK.DN.IDBDJ.2510.002508,PEC 852,"BATUAH ABADI LINES, PT",Request PPKB,3890.0,98.26,BANJARMASIN,2025-10-17 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
LOZ213000007,PKK.DN.IDGRE.2510.000491,INTI PRIMA,"PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA, PT",Realization,2804.0,95.8,TANJUNG PERAK,2025-10-31 05:00,nan,,,,INTI PRIMA,2804,95.8,LAUT,AREA REDE DALAM,"PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA, PT",IDGRE-PLD-SPK.2510.012138,PKK.DN.IDGRE.2510.000491,LOZ213000007,ERWAN PEMILUWANTO,26-10-2025 11:17,26-10-2025 11:18,,,,,,ZONA GRESIK,BELUM VERIFIKASI
B11113000013,PKK.DN.IDSUB.2510.000692,BEN 10,"MULTIGUNA SHIPPING LINES, PT",Realization,1403.0,76.7,TANJUNG PERAK,2025-10-31 01:00,nan,,,,BEN 10,1403,76.7,LAUT,ZONA LABUH 2 (SURABAYA),"MULTIGUNA SHIPPING LINES, PT",IDSUB-PLD-SPK.2510.025960,PKK.DN.IDSUB.2510.000692,B11113000013,DIDIK SANTOSA,18-10-2025 08:59,18-10-2025 08:59,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
T31183000009,PKK.DN.IDSMQ.2510.000332,TERANG 311,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Realization,3103.0,91.44,SAMPIT,2025-10-30 09:00,nan,,,,TERANG 311,3103,91.44,LAUT,REDE UMUM,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",IDSMQ-PLD-SPK.2510.008757,PKK.DN.IDSMQ.2510.000332,T31183000009,HERRO TRISHARJANTHO,19-10-2025 12:19,19-10-2025 12:58,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
XGWT13000006,PKK.DN.IDGRE.2510.000497,LINDAWATI,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",Realization,1838.0,70.09,TANJUNG PERAK,2025-11-02 16:55,nan,,,,LINDAWATI,1838,70.1,LAUT,AREA REDE DALAM,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",IDGRE-PLD-SPK.2510.011911,PKK.DN.IDGRE.2510.000497,XGWT13000006,ZUNAIDI ABDU,11-11-2025 00:23,11-11-2025 03:02,,,,,,ZONA GRESIK,BELUM VERIFIKASI
FKC913000008,PKK.DN.IDGRE.2510.000499,BAHTERA ARAFURA 333,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",Realization,1441.0,70.09,TANJUNG PERAK,2025-10-30 16:55,nan,,,,BAHTERA ARAFURA 333,1441,70.1,LAUT,AREA REDE DALAM,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",IDGRE-PLD-SPK.2510.011912,PKK.DN.IDGRE.2510.000499,FKC913000008,M. ARIS TAUFIQ,31-10-2025 12:37,31-10-2025 13:11,,,,,,ZONA GRESIK,BELUM VERIFIKASI
POX513000024,PKK.DN.IDSUB.2510.000663,PETRO OCEAN XXVII,"LANDASINDO SAHU BARUNA JAYA, PT",Realization,730.0,64.4,TANJUNG PERAK,2025-10-24 17:00,nan,,,,PETRO OCEAN XXVII,730,64.4,LAUT,ZONA LABUH 2 (SURABAYA),"LANDASINDO SAHU BARUNA JAYA, PT",IDSUB-PLD-SPK.2510.025905,PKK.DN.IDSUB.2510.000663,POX513000024,AGUNG PRIYO SUBROTO,18-10-2025 09:11,18-10-2025 09:13,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
KZOX13000004,PKK.DN.IDSUB.2510.000648,MESSI KIANNA 1,"ARGHANIAGA PANCATUNGGAL, PT",Realization,577.0,56.54,TANJUNG PERAK,2025-10-22 17:00,nan,,,,MESSI KIANNA 1,577,56.54,LAUT,ZONA LABUH 2 (SURABAYA),"ARGHANIAGA PANCATUNGGAL, PT",IDSUB-PLD-SPK.2510.025877,PKK.DN.IDSUB.2510.000648,KZOX13000004,WAHYUDI YUWONO,17-10-2025 14:26,17-10-2025 14:26,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
SN4913000003,PKK.DN.IDSUB.2510.000641,SABUK NUSANTARA 49,PT ALFA RESKI SAMUDRA ,Realization,2090.0,68.5,TANJUNG PERAK,2025-10-24 13:00,nan,,,,SABUK NUSANTARA 49,2090,68.5,LAUT,ZONA LABUH 2 (SURABAYA),PT ALFA RESKI SAMUDRA ,IDSUB-PLD-SPK.2510.025900,PKK.DN.IDSUB.2510.000641,SN4913000003,MASHAL,18-10-2025 09:10,18-10-2025 09:16,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
4OL657000010,PKK.DN.IDSTU.2510.000376,HUI HONG XI JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1361.0,50.4,KOTABARU,2025-10-31 03:00,nan,,,,HUI HONG XI JIA,1361,50.4,LAUT,STS BUNATI,"ANANDA BINTANG ARUNG SAMUDERA, PT",IDSTU-PLD-SPK.2510.013675,PKK.DN.IDSTU.2510.000376,4OL657000010,CUCU SUGIARTO,16-10-2025 12:26,16-10-2025 13:22,,,,,,ZONA SATUI & BUNATI,BELUM VERIFIKASI
S83313000009,PKK.DN.IDGRE.2510.000478,SENTAUSA 8,"ALFAINDO KARYA KARTIKA, PT",Realization,1220.0,69.27,TANJUNG PERAK,2025-10-27 00:00,nan,,,,SENTAUSA 8,1220,69.27,LAUT,AREA REDE DALAM,"ALFAINDO KARYA KARTIKA, PT",IDGRE-PLD-SPK.2510.011724,PKK.DN.IDGRE.2510.000478,S83313000009,FADLY RAMLI,30-10-2025 17:03,30-10-2025 17:12,,,,,,ZONA GRESIK,BELUM VERIFIKASI
M38D25000012,PKK.DN.IDBDJ.2510.002230,MBS 382,"MITRA BAHARI SENTOSA, PT",Request PPKB,3270.0,91.44,BANJARMASIN,2025-10-21 15:00,PKK.DN.IDBDJ.2510.002230,SPB.IDBDJ.1125.0002648,MBS 382,2025-11-22T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
LN2857000004,PKK.DN.IDSTU.2510.000354,LIANA XXVIII,PT. AZAZ SHIPS SERVICES,Realization,2013.0,76.2,KOTABARU,2025-10-18 06:00,nan,,,,LIANA XXVIII,2013,76.2,LAUT,TUKS PT. JHONLIN GROUP,PT. AZAZ SHIPS SERVICES,IDSTU-PLD-SPK.2510.013622,PKK.DN.IDSTU.2510.000354,LN2857000004,ROMOELOES BAMBANG NUGROHO,15-10-2025 07:25,15-10-2025 08:05,,,,,,ZONA SATUI & BUNATI,BELUM VERIFIKASI
D9KO57000029,PKK.DN.IDKBU.2510.000320,BUNG TOMO,PT. TIDAR SAMUDERA RAYA,Request PPKB,1257.0,63.0,KOTABARU,2025-10-18 15:00,PKK.DN.IDKBU.2510.000320,SPB.IDKBU.1025.0000423,BUNG TOMO,2025-10-16T02:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
BR5657000001,PKK.DN.IDSTU.2510.000351,BINA MARINE 56,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,3267.0,91.44,KOTABARU,2025-10-17 15:00,PKK.DN.IDSTU.2510.000351,SPB.IDSTU.1025.0000452,BINA MARINE 56,2025-10-19T12:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
QQ0013000002,PKK.DN.IDSUB.2509.000629,QUEEN QADARIAH,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,9457.0,131.4,TANJUNG PERAK,2025-09-19 16:00,PKK.DN.IDSUB.2509.000629,SPB.IDSUB.1025.0000474,QUEEN QADARIAH,2025-10-12T02:00:00.000Z,QUEEN QADARIAH,9457,131.4,SEMAMPIR,ZONA LABUH 6 (AMBANG LUAR),PT. ELEANOR PRADANA SHIPPING,IDSUB-PLD-SPK.2509.023518,PKK.DN.IDSUB.2509.000629,QQ0013000002,FADLY RAMLI,22-09-2025 14:10,22-09-2025 20:53,KT. JAYANEGARA 308,,,22-09-2025 14:13,22-09-2025 20:51,ZONA SURABAYA,BELUM VERIFIKASI
666I13000013,PKK.DN.IDSUB.2510.000570,INTI,"PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA, PT",Realization,805.0,56.5,TANJUNG PERAK,2025-10-26 03:00,nan,,,,INTI,805,56.5,LAUT,KALIMAS-DERMAGA KM,"PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA, PT",IDSUB-PLD-SPK.2510.027155,PKK.DN.IDSUB.2510.000570,666I13000013,MUKTI WIDODO,30-10-2025 22:24,31-10-2025 04:07,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
TG1525000019,PKK.DN.IDBDJ.2510.002122,TGH 2515,PELAYARAN SANLE MAKMUR,Realization,2208.0,76.25,BANJARMASIN,2025-10-31 15:00,nan,,,,TGH 2515,2208,76.25,PULAU BAKUT,REDE PULAU KAGET,PELAYARAN SANLE MAKMUR,IDBDJ-PLD-SPK.2510.052533,PKK.DN.IDBDJ.2510.002122,TG1525000019,GALIH PRASETYO,15-10-2025 21:55,15-10-2025 22:55,,,,,,BANJARMASIN,BELUM VERIFIKASI
S03525000092,PKK.DN.IDBDJ.2510.002116,SANTAN 3005,"MULTI LINE BORNEO, PT",Realization,3492.0,91.44,BANJARMASIN,2025-10-17 15:55,nan,,,,SANTAN 3005,3492,91.44,PULAU BAKUT,REDE TRISAKTI,"MULTI LINE BORNEO, PT",IDBDJ-PLD-SPK.2510.052515,PKK.DN.IDBDJ.2510.002116,S03525000092,YOGI HARIYANTO,30-09-2025 18:33,30-09-2025 18:33,,,,,,BANJARMASIN,BELUM VERIFIKASI
RR7713000029,PKK.DN.IDSUB.2510.000531,RED ROVER,"LINTAS INDONESIA TIMOR LINE, PT",Realization,4559.0,104.87,TANJUNG PERAK,2025-10-25 03:00,nan,,,,RED ROVER,4559,104.87,LAUT,JAMRUD SELATAN,"LINTAS INDONESIA TIMOR LINE, PT",IDSUB-PLD-SPK.2510.025971,PKK.DN.IDSUB.2510.000531,RR7713000029,MAS AGUS JAMALUDIN BAAY,18-10-2025 06:41,18-10-2025 11:36,TB. SEMAR 82,TB AAL VICTORY ,,18-10-2025 08:58,18-10-2025 09:34,ZONA SURABAYA,BELUM VERIFIKASI
IGPD25000009,PKK.DN.IDBDJ.2510.001970,GEMILANG 3012,"MULTI LINE BORNEO, PT",Realization,3511.0,91.44,BANJARMASIN,2025-10-14 23:00,nan,,,,GEMILANG 3012,3511,91.44,REDE TRISAKTI,AMBANG LUAR,"MULTI LINE BORNEO, PT",IDBDJ-PLD-SPK.2510.052322,PKK.DN.IDBDJ.2510.001970,IGPD25000009,YOGI HARIYANTO,30-09-2025 13:17,30-09-2025 13:17,,,,,,BANJARMASIN,BELUM VERIFIKASI
