no_pkk,no_pkk_inaportnet,vessel_name_spb,company_name,name_process_code,gt,loa,name_branch,departure_date,nomor_pkk,nomor_spb,vessel_name_wasop,waktu_tolak,NAMA KAPAL,GT,LOA,DARI,KE,PERUSAHAAN,NO SPK PANDU,NO PKK INAPORTNET,NO PKK,NAMA PANDU,MULAI PANDU,SELESAI PANDU,KAPAL TUNDA 1,KAPAL TUNDA 2,KAPAL TUNDA 3,MULAI TUNDA,SELESAI TUNDA,ZONA,STATUS NOTA
BOXE13000005,PKK.DN.IDSUB.2510.000494,BOX ENAM,PT ABHIPRAYA BAHARI SENTOSA,Realization,2013.0,76.2,TANJUNG PERAK,2025-10-21 16:00,nan,,,,BOX ENAM,2013,76.2,LAUT,ZONA LABUH 3 (SURABAYA),PT ABHIPRAYA BAHARI SENTOSA,IDSUB-PLD-SPK.2510.025526,PKK.DN.IDSUB.2510.000494,BOXE13000005,DIRMAN,13-10-2025 15:54,13-10-2025 15:55,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
GAK113000001,PKK.DN.IDSUB.2510.000491,JATRA I,PT. KKP JAYA AGENSI ,Realization,3871.0,88.7,TANJUNG PERAK,2025-11-13 03:38,nan,,,,JATRA I,3871,88.7,LAUT,ZONA LABUH 1 (REDE SURABAYA),PT. KKP JAYA AGENSI ,IDSUB-PLD-SPK.2510.026690,PKK.DN.IDSUB.2510.000491,GAK113000001,ERWAN PEMILUWANTO,26-10-2025 11:59,26-10-2025 12:00,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
KB6809000014,PKK.DN.IDSRG.2510.000130,KHARISMA BAHARI 68,"DWI KHARISMA JAYA BAHARI, PT",Realization,1434.0,70.09,TANJUNG EMAS,2025-10-23 00:00,nan,,,,KHARISMA BAHARI 68,1434,70.1,LAUT,DERMAGA PELABUHAN DALAM,"DWI KHARISMA JAYA BAHARI, PT",IDSRG-PLD-SPK.2510.006448,PKK.DN.IDSRG.2510.000130,KB6809000014,PARYONO,29-10-2025 06:39,29-10-2025 08:13,KT. BIMA 306,,,29-10-2025 07:10,29-10-2025 08:17,ZONA SEMARANG,BELUM VERIFIKASI
RA1013000012,PKK.DN.IDGRE.2510.000362,LINTAS SEGARA 10,"VARIA USAHA LINTAS SEGARA, PT",Realization,3346.0,91.44,TANJUNG PERAK,2025-10-29 18:00,nan,,,,LINTAS SEGARA 10,3346,91.44,AREA REDE LUAR,AREA REDE DALAM,"VARIA USAHA LINTAS SEGARA, PT",IDGRE-PLD-SPK.2511.013378,PKK.DN.IDGRE.2510.000362,RA1013000012,EDY DWI CAHYONO,22-11-2025 10:44,22-11-2025 13:22,,,,,,ZONA GRESIK,BELUM VERIFIKASI
C13313000016,PKK.DN.IDSUB.2510.000467,COSMIC 15,"LANDASINDO SAHU BARUNA JAYA, PT",Realization,774.0,64.25,TANJUNG PERAK,2025-10-17 17:00,nan,,,,COSMIC 15,774,64.25,LAUT,ZONA LABUH 2 (SURABAYA),"LANDASINDO SAHU BARUNA JAYA, PT",IDSUB-PLD-SPK.2510.025465,PKK.DN.IDSUB.2510.000467,C13313000016,FADLY RAMLI,13-10-2025 05:43,13-10-2025 09:56,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
08U925000001,PKK.DN.IDBDJ.2510.001681,SUPPORT 7,MEGA BAHTERA KENCANA PT,Realization,2133.0,82.3,BANJARMASIN,2025-10-13 15:00,nan,,,,SUPPORT 7,2133,82.3,LAUT,REDE TRISAKTI,MEGA BAHTERA KENCANA PT,IDBDJ-PLD-SPK.2510.051998,PKK.DN.IDBDJ.2510.001681,08U925000001,FAHRUDIN AKHMAD,17-10-2025 18:33,17-10-2025 18:33,,,,,,BANJARMASIN,BELUM VERIFIKASI
9HYG25000001,PKK.DN.IDBDJ.2510.001676,OBT ALPHA,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,2745.0,76.2,BANJARMASIN,2025-10-12 15:00,nan,,,,OBT ALPHA,2745,76.2,LAUT,AMBANG LUAR,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",IDBDJ-PLD-SPK.2510.051915,PKK.DN.IDBDJ.2510.001676,9HYG25000001,YOGI HARIYANTO,19-10-2025 22:40,19-10-2025 23:07,,,,,,BANJARMASIN,BELUM VERIFIKASI
AUWG13000009,PKK.DN.IDGRE.2510.000314,WARNA SARI V,"VETO TOMBAK SEGARA, PT",Request PPKB,1544.0,70.09,TANJUNG PERAK,2025-11-10 09:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
YFU357000001,PKK.LN.IDKBU.2510.000169,MV. METTLE STAR,PT. SERASI SHIPPING INDONESIA,Request PPKB,43820.0,228.99,KOTABARU,2025-10-12 02:00,PKK.LN.IDKBU.2510.000169,SPB.IDKBU.1025.0000262,MV. METTLE STAR,2025-10-10T15:40:00.000Z,,,,,,,,nan,,,,,,,,,,,
R3AA25000011,PKK.DN.IDBDJ.2510.001389,RMN 379,"KARTIKA SAMUDRA ADIJAYA, PT",Request PPKB,3071.0,87.78,BANJARMASIN,2025-10-11 05:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
W7OV25000025,PKK.DN.IDBDJ.2510.001379,GEMILANG 2582,"MULTI LINE BORNEO, PT",Realization,1980.0,76.2,BANJARMASIN,2025-10-14 15:55,nan,,,,GEMILANG 2582,1980,76.2,PULAU BAKUT,REDE TRISAKTI,"MULTI LINE BORNEO, PT",IDBDJ-PLD-SPK.2510.051524,PKK.DN.IDBDJ.2510.001379,W7OV25000025,DARYANTO,16-10-2025 06:57,16-10-2025 10:41,,,,,,BANJARMASIN,BELUM VERIFIKASI
AJYE13000005,PKK.DN.IDGRE.2510.000267,KALTARA KESATRIA,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",Realization,2144.0,82.3,TANJUNG PERAK,2025-10-16 16:55,nan,,,,KALTARA KESATRIA,2144,82.3,LAUT,AREA REDE DALAM,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",IDGRE-PLD-SPK.2510.011659,PKK.DN.IDGRE.2510.000267,AJYE13000005,IWAN SUSANTO,18-10-2025 11:04,18-10-2025 13:00,,,,,,ZONA GRESIK,BELUM VERIFIKASI
TB0026000003,PKK.DN.IDCXP.2508.000103,TRANSKO BIMA,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,3633.0,101.9,TANJUNG INTAN,2025-08-30 22:00,PKK.DN.IDCXP.2508.000103,SPB.IDCXP.1025.0000027,TRANSKO BIMA,2025-10-08T07:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
CN2029000037,PKK.DN.IDKOE.2510.000064,CAMARA NUSANTARA 2,"LUAS LINE, PT",Request PPKB,1587.0,69.78,TENAU KUPANG,2025-10-09 04:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
MPI313000014,PKK.DN.IDSUB.2510.000363,MEGAH PRATAMA II,"ANUGERAH TIRTA SAMUDRA, PT",Realization,670.0,54.42,TANJUNG PERAK,2025-10-29 16:00,nan,,,,MEGAH PRATAMA II,670,54.42,LAUT,KALIMAS-DERMAGA KM,"ANUGERAH TIRTA SAMUDRA, PT",IDSUB-PLD-SPK.2510.025327,PKK.DN.IDSUB.2510.000363,MPI313000014,YUHANDRI WICAKSONO,19-10-2025 18:18,19-10-2025 18:19,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
7QHL13000001,PKK.DN.IDSUB.2510.000354,MARINE POWER 3303,PT ABHIPRAYA BAHARI SENTOSA,Realization,3874.0,100.58,TANJUNG PERAK,2025-10-25 16:00,nan,,,,MARINE POWER 3303,3874,100.58,LAUT,WARAKO UTAMA,PT ABHIPRAYA BAHARI SENTOSA,IDSUB-PLD-SPK.2510.025263,PKK.DN.IDSUB.2510.000354,7QHL13000001,ERWAN PEMILUWANTO,10-10-2025 06:25,10-10-2025 06:25,,,,,,ZONA GRESIK,BELUM VERIFIKASI
BKKT13000004,PKK.DN.IDGRE.2510.000235,BKT 303,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",Realization,3305.0,91.5,TANJUNG PERAK,2025-10-20 16:55,PKK.DN.IDGRE.2510.000235,SPB.IDGRE.1025.0000602,BKT 303,2025-10-20T16:55:00.000Z,BKT 303,3305,91.5,LAUT,AREA REDE DALAM,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",IDGRE-PLD-SPK.2510.011610,PKK.DN.IDGRE.2510.000235,BKKT13000004,IWAN SUSANTO,14-10-2025 06:32,14-10-2025 08:32,,,,,,ZONA GRESIK,BELUM VERIFIKASI
5X9V13000001,PKK.DN.IDGRE.2510.000210,IMS JAKARTA,"GEMILANG SAMUDRA MAKMUR, PT",Request PPKB,51255.0,229.2,TANJUNG PERAK,2025-10-09 16:00,PKK.DN.IDGRE.2510.000210,SPB.IDGRE.1025.0000255,IMS JAKARTA,2025-10-08T22:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
QEIR25000002,PKK.DN.IDBDJ.2510.001028,MBS 56,"MITRA BAHARI SENTOSA, PT",Realization,1835.0,73.15,BANJARMASIN,2025-10-15 09:00,nan,,,,MBS 56,1835,73.15,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.051133,PKK.DN.IDBDJ.2510.001028,QEIR25000002,GALIH PRASETYO,08-10-2025 20:30,08-10-2025 21:30,,,,,,BANJARMASIN,BELUM VERIFIKASI
TUCN25000006,PKK.DN.IDBDJ.2510.001005,MBS 98,"MITRA BAHARI SENTOSA, PT",Realization,1624.0,70.09,BANJARMASIN,2025-10-14 14:00,nan,,,,MBS 98,1624,70.1,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.050995,PKK.DN.IDBDJ.2510.001005,TUCN25000006,UNANG SUMANTRI,07-10-2025 20:36,07-10-2025 23:54,,,,,,BANJARMASIN,BELUM VERIFIKASI
V22X25000004,PKK.DN.IDBDJ.2510.000989,MBS 58,"MITRA BAHARI SENTOSA, PT",Realization,1597.0,70.09,BANJARMASIN,2025-10-14 14:00,PKK.DN.IDBDJ.2510.000989,SPB.IDBDJ.1125.0002650,MBS 58,2025-11-22T15:00:00.000Z,MBS 58,1597,70.1,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.050980,PKK.DN.IDBDJ.2510.000989,V22X25000004,FIRMAN SYAIFULAH,07-10-2025 19:58,07-10-2025 20:42,,,,,,BANJARMASIN,BELUM VERIFIKASI
ZYGU25000003,PKK.DN.IDBDJ.2510.000931,MBS 18,"MITRA BAHARI SENTOSA, PT",Realization,1437.0,70.09,BANJARMASIN,2025-10-14 04:00,nan,,,,MBS 18,1437,70.1,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.050899,PKK.DN.IDBDJ.2510.000931,ZYGU25000003,FISAR BACHTIAR,07-10-2025 16:46,07-10-2025 17:05,,,,,,BANJARMASIN,BELUM VERIFIKASI
SMP257000002,PKK.DN.IDKBU.2411.000107,SM PRIMA 112,PT. AZAZ SHIPS SERVICES,Request PPKB,2083.0,73.15,KOTABARU,2024-11-05 13:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
CU0157000006,PKK.DN.IDKBU.2509.000170,ANDIFA PERKASA 06,PT. AZAZ SHIPS SERVICES,Realization,2571.0,86.87,KOTABARU,2025-09-06 16:00,nan,,,,ANDIFA PERKASA 06,2571,86.87,REDE TARJUN,STS TG PEMANCING,PT. AZAZ SHIPS SERVICES,IDKBU-PLD-SPK.2511.012028,PKK.DN.IDKBU.2509.000170,CU0157000006,FARHAT WAKID,17-11-2025 14:23,17-11-2025 15:25,"BIMA IV, TB",,,17-11-2025 14:45,17-11-2025 16:01,STS KOTABARU,BELUM VERIFIKASI
9EUI13000008,PKK.DN.IDSUB.2510.000274,MBS 8,"ANUGERAH TIRTA SAMUDRA, PT",Realization,741.0,54.86,TANJUNG PERAK,2025-10-12 16:00,nan,,,,MBS 8,741,54.86,LAUT,ZONA LABUH 2 (SURABAYA),"ANUGERAH TIRTA SAMUDRA, PT",IDSUB-PLD-SPK.2510.024969,PKK.DN.IDSUB.2510.000274,9EUI13000008,SLAMET RIYADI,08-10-2025 19:24,08-10-2025 19:34,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
QL4783000004,PKK.DN.IDSMQ.2510.000131,VIRGO SEJATI 277,JATARIM BINAU SAMPIT,Realization,2392.0,82.3,SAMPIT,2025-10-15 14:00,nan,,,,VIRGO SEJATI 277,2392,82.3,LAUT,REDE UMUM,JATARIM BINAU SAMPIT,IDSMQ-PLD-SPK.2510.008453,PKK.DN.IDSMQ.2510.000131,QL4783000004,CAHYO WIDHY SULISTYANTO,10-10-2025 14:56,10-10-2025 18:00,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
Y5PL13000009,PKK.DN.IDGRE.2510.000163,BUR 6,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",Realization,1424.0,70.09,TANJUNG PERAK,2025-10-25 16:55,nan,,,,BUR 6,1424,70.1,LAUT,AREA REDE DALAM,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",IDGRE-PLD-SPK.2510.011660,PKK.DN.IDGRE.2510.000163,Y5PL13000009,SUPRIYATNO,24-10-2025 22:26,24-10-2025 22:26,,,,,,ZONA GRESIK,BELUM VERIFIKASI
W2DD13000008,PKK.DN.IDGRE.2510.000142,AMOLONGO EMRAN,"GURITA LINTAS SAMUDERA, PT",Realization,36613.0,196.0,TANJUNG PERAK,2025-10-11 23:00,nan,,,,AMOLONGO EMRAN,36613,196,LAUT,DERMAGA PT. SMELTING,"GURITA LINTAS SAMUDERA, PT",IDGRE-PLD-SPK.2510.011411,PKK.DN.IDGRE.2510.000142,W2DD13000008,SANURI,09-10-2025 08:04,09-10-2025 11:07,KT. JAYANEGARA 203,KT. JAYENGRONO,,09-10-2025 10:09,09-10-2025 11:10,ZONA GRESIK,BELUM VERIFIKASI
XMO025000087,PKK.DN.IDBDJ.2510.000654,FINACIA 109,MEGA BAHTERA KENCANA PT,Realization,5338.0,106.8,BANJARMASIN,2025-10-08 15:00,nan,,,,FINACIA 109,5338,106.8,LAUT,REDE TRISAKTI,MEGA BAHTERA KENCANA PT,IDBDJ-PLD-SPK.2510.050662,PKK.DN.IDBDJ.2510.000654,XMO025000087,MULIA MALAKA,07-10-2025 16:25,07-10-2025 17:25,,,,,,BANJARMASIN,BELUM VERIFIKASI
ID1025000075,PKK.DN.IDBDJ.2510.000650,INTAN DAYA 11,"PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN, PT",Request PPKB,2996.0,89.8,BANJARMASIN,2025-10-07 14:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
SM0925000006,PKK.DN.IDBDJ.2510.000531,STAR MARINE 3029,"PERUSAHAAN PELAYARAN TONASA LINES, PT",Realization,3065.0,91.44,BANJARMASIN,2025-10-07 15:00,nan,,,,STAR MARINE 3029,3065,91.44,LAUT,REDE TRISAKTI,"PERUSAHAAN PELAYARAN TONASA LINES, PT",IDBDJ-PLD-SPK.2510.053178,PKK.DN.IDBDJ.2510.000531,SM0925000006,RIDHO BAYU TRAGEDI,30-09-2025 15:44,30-09-2025 15:44,,,,,,BANJARMASIN,BELUM VERIFIKASI
5CFT13000026,PKK.DN.IDSUB.2510.000140,DELTA DUA,"SALAM PACIFIC INDONESIA LINES, PT",Request PPKB,2101.0,82.3,TANJUNG PERAK,2025-10-08 16:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
RMAU25000039,PKK.DN.IDBDJ.2510.000431,RIMAU 3030,"RIMAU BAHTERA SHIPPING, PT",Request PPKB,3136.0,91.52,BANJARMASIN,2025-10-15 09:38,nan,,,,,,,,,,,nan,,,,,,,,,,,
B82225000002,PKK.DN.IDBDJ.2510.000383,BAGUS 88,"LEMA SAMUDERA RAYA, PT",Realization,1449.0,71.3,BANJARMASIN,2025-10-07 15:55,nan,,,,BAGUS 88,1449,71.3,LAUT,REDE TRISAKTI,"LEMA SAMUDERA RAYA, PT",IDBDJ-PLD-SPK.2510.050217,PKK.DN.IDBDJ.2510.000383,B82225000002,SULIS GIANTO,04-10-2025 19:36,04-10-2025 23:59,,,,,,BANJARMASIN,BELUM VERIFIKASI
255525000002,PKK.DN.IDBDJ.2510.000385,MBS 385,"MITRA BAHARI SENTOSA, PT",Realization,3673.0,91.44,BANJARMASIN,2025-10-10 15:00,nan,,,,MBS 385,3673,91.44,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.050222,PKK.DN.IDBDJ.2510.000385,255525000002,FIRMAN SYAIFULAH,04-10-2025 05:09,04-10-2025 05:42,,,,,,BANJARMASIN,BELUM VERIFIKASI
D9KO57000028,PKK.DN.IDKBU.2510.000001,BUNG TOMO,PT. TIDAR SAMUDERA RAYA,Request PPKB,1257.0,63.0,KOTABARU,2025-10-05 15:00,PKK.DN.IDKBU.2510.000001,SPB.IDKBU.1025.0000085,BUNG TOMO,2025-10-03T15:50:00.000Z,,,,,,,,nan,,,,,,,,,,,
KE0013000012,PKK.DN.IDSUB.2510.000093,KARIANGAU EXPRESS 08,"BARRU SAMUDERA TIMUR, PT",Realization,1213.0,70.42,TANJUNG PERAK,2025-10-13 14:00,nan,,,,KARIANGAU EXPRESS 08,1213,70.42,LAUT,ZONA LABUH 2 (SURABAYA),"BARRU SAMUDERA TIMUR, PT",IDSUB-PLD-SPK.2510.024588,PKK.DN.IDSUB.2510.000093,KE0013000012,DANIEL MASONGGA JACOBUS,03-10-2025 06:49,03-10-2025 10:08,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
K80013000005,PKK.DN.IDSUB.2510.000092,KHATULISTIWA 8,"PERUSAHAAN PELAYARAN NUSANTARA SERAM JAYA LINES, PT",Realization,1245.0,68.4,TANJUNG PERAK,2025-11-02 01:00,nan,,,,KHATULISTIWA 8,1245,68.4,LAUT,ZONA LABUH 2 (SURABAYA),"PERUSAHAAN PELAYARAN NUSANTARA SERAM JAYA LINES, PT",IDSUB-PLD-SPK.2510.024579,PKK.DN.IDSUB.2510.000092,K80013000005,ERWAN PEMILUWANTO,04-10-2025 03:47,04-10-2025 03:48,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
YISR25000104,PKK.DN.IDBDJ.2510.000304,RMN 364,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3107.0,87.78,BANJARMASIN,2025-10-04 00:00,nan,,,,RMN 364,3107,87.78,PULAU BAKUT,REDE TRISAKTI,"KARTIKA SAMUDRA ADIJAYA, PT",IDBDJ-PLD-SPK.2510.050122,PKK.DN.IDBDJ.2510.000304,YISR25000104,FIRMAN SYAIFULAH,03-10-2025 20:59,04-10-2025 05:39,,,,,,BANJARMASIN,BELUM VERIFIKASI
PL8E13000001,PKK.DN.IDSUB.2510.000082,TRANS JAWA 9,PT ABHIPRAYA BAHARI SENTOSA,Realization,975.0,76.98,TANJUNG PERAK,2025-10-30 16:00,nan,,,,TRANS JAWA 9,975,76.98,LAUT,WARAKO UTAMA,PT ABHIPRAYA BAHARI SENTOSA,IDSUB-PLD-SPK.2510.024600,PKK.DN.IDSUB.2510.000082,PL8E13000001,KASIRAN,03-10-2025 18:13,03-10-2025 18:13,,,,,,ZONA GRESIK,BELUM VERIFIKASI
3QEZ74000005,PKK.DN.IDKUM.2510.000011,AS GLORY 9,"GORGA SOLU NAUTICA, PT",Realization,795.0,58.0,KUMAI,2025-10-15 03:00,nan,,,,AS GLORY 9,795,58,LAUT,REDE KUMAI,"GORGA SOLU NAUTICA, PT",IDKUM-PLD-SPK.2510.004102,PKK.DN.IDKUM.2510.000011,3QEZ74000005,MUHAMMAD ZAINULLAH,10-10-2025 07:51,10-10-2025 08:51,,,,,,ZONA KUMAI,BELUM VERIFIKASI
F27083000001,PKK.DN.IDSMQ.2510.000055,FAPUTRA 2703,"PENASCOP MARITIM INDONESIA, PT",Realization,2118.0,82.3,SAMPIT,2025-10-07 16:00,nan,,,,FAPUTRA 2703,2118,82.3,LAUT,REDE UMUM,"PENASCOP MARITIM INDONESIA, PT",IDSMQ-PLD-SPK.2510.008297,PKK.DN.IDSMQ.2510.000055,F27083000001,FRYSON,04-10-2025 15:58,04-10-2025 16:20,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
VCRY13000008,PKK.DN.IDGRE.2510.000051,VICTORY,"ALFAINDO KARYA KARTIKA, PT",Realization,2013.0,76.2,TANJUNG PERAK,2025-10-24 00:00,nan,,,,VICTORY,2013,76.2,LAUT,AREA REDE DALAM,"ALFAINDO KARYA KARTIKA, PT",IDGRE-PLD-SPK.2510.011169,PKK.DN.IDGRE.2510.000051,VCRY13000008,ABDUL MUIS,11-10-2025 07:09,11-10-2025 10:52,,,,,,ZONA GRESIK,BELUM VERIFIKASI
PYJF25000014,PKK.DN.IDBDJ.2510.000178,MBS 282,"MITRA BAHARI SENTOSA, PT",Realization,2029.0,76.2,BANJARMASIN,2025-10-09 10:00,nan,,,,MBS 282,2029,76.2,PULAU BAKUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.049963,PKK.DN.IDBDJ.2510.000178,PYJF25000014,FAHRUDIN AKHMAD,03-10-2025 14:33,03-10-2025 14:34,,,,,,BANJARMASIN,BELUM VERIFIKASI
SAO674000002,PKK.DN.IDKUM.2507.000093,SANTOSO 6,"TRANS POWER MARINE TBK, PT",Realization,3100.0,91.44,KUMAI,2025-07-28 16:00,nan,,,,SANTOSO 6,3100,91.44,REDE KUMAI,TUKS PT KORINTIGA HUTANI,"TRANS POWER MARINE TBK, PT",IDKUM-PLD-SPK.2510.004218,PKK.DN.IDKUM.2507.000093,SAO674000002,RAMON ATTILA,17-11-2025 13:35,17-11-2025 14:02,,,,,,ZONA BUMIHARJO,BELUM VERIFIKASI
S17513000010,PKK.DN.IDSUB.2505.000860,SHINPO 19,"LINTAS SERAM MANDIRI, PT",Request PPKB,1701.0,76.39,TANJUNG PERAK,2025-05-24 23:00,PKK.DN.IDSUB.2505.000860,SPB.IDSUB.0625.0000177,SHINPO 19,2025-06-05T19:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
WWHL25000001,PKK.DN.IDBDJ.2510.000052,DELTA 257,"MITRA BAHARI SENTOSA, PT",Realization,2191.0,82.3,BANJARMASIN,2025-10-11 10:00,nan,,,,DELTA 257,2191,82.3,LAUT,REDE TRISAKTI,"MITRA BAHARI SENTOSA, PT",IDBDJ-PLD-SPK.2510.050040,PKK.DN.IDBDJ.2510.000052,WWHL25000001,SUMBONO,07-11-2025 12:18,07-11-2025 12:29,,,,,,BANJARMASIN,BELUM VERIFIKASI
LX0057000004,PKK.DN.IDKBU.2510.000010,LIANA XIX,PT. ALWIESTA NIAGA MANDIRI,Realization,4265.0,100.58,KOTABARU,2025-10-02 02:00,nan,,,,LIANA XIX,4265,100.58,LAUT,REDE TARJUN,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2510.010152,PKK.DN.IDKBU.2510.000010,LX0057000004,MUHAMAD KOMARUDIN,01-10-2025 13:10,01-10-2025 13:35,,,,,,KOTABARU,BELUM VERIFIKASI
A36725000002,PKK.DN.IDBDJ.2510.000040,AZAMARA 3037,ENERGI SAMUDRA LOGISTICS PT,Realization,3728.0,91.44,BANJARMASIN,2025-10-04 15:00,PKK.DN.IDBDJ.2510.000040,SPB.IDBDJ.1125.0001772,AZAMARA 3037,2025-11-15T15:00:00.000Z,AZAMARA 3037,3728,91.44,LAUT,REDE TRISAKTI,ENERGI SAMUDRA LOGISTICS PT,IDBDJ-PLD-SPK.2510.049766,PKK.DN.IDBDJ.2510.000040,A36725000002,YUDHA HERMAWAN,22-11-2025 21:52,22-11-2025 22:52,,,,,,BANJARMASIN,BELUM VERIFIKASI
KET283000003,PKK.DN.IDSMQ.2509.000532,KETAPANG II,"RIZQI SAMUDERA INDONESIA, PT",Realization,2329.0,82.3,SAMPIT,2025-10-07 12:00,nan,,,,KETAPANG II,2329,82.3,LAUT,REDE UMUM,"RIZQI SAMUDERA INDONESIA, PT",IDSMQ-PLD-SPK.2510.008250,PKK.DN.IDSMQ.2509.000532,KET283000003,MUSA TAMBUNAN,02-10-2025 22:26,02-10-2025 23:06,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
SP0013000012,PKK.DN.IDGRE.2509.000853,SOECHI PRESTASI,"VIVA SAMUDERA PERKASA, PT",Realization,986.0,70.95,TANJUNG PERAK,2025-10-31 17:00,nan,,,,SOECHI PRESTASI,986,70.95,LAUT,AREA LABUH KAPAL B3 (GSK),"VIVA SAMUDERA PERKASA, PT",IDGRE-PLD-SPK.2509.011065,PKK.DN.IDGRE.2509.000853,SP0013000012,ERFAN EFFENDI DWI PURNOMO,01-10-2025 16:55,01-10-2025 18:31,,,,,,ZONA GRESIK,BELUM VERIFIKASI
I1HG57000003,PKK.DN.IDKBU.2507.000713,SATRIA LAUT 3048,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,3346.0,91.44,KOTABARU,2025-07-28 02:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
F8T457000001,PKK.DN.IDKBU.2509.000726,PRIMA SAMUDRA XI,PT. PERTAMINA TRANS KONTINENTAL,Request PPKB,2915.0,87.83,KOTABARU,2025-09-30 15:30,PKK.DN.IDKBU.2509.000726,SPB.IDKBU.0925.0000801,PRIMA SAMUDRA XI,2025-09-29T12:30:00.000Z,,,,,,,,nan,,,,,,,,,,,
08WY13000001,PKK.LN.IDSUB.2501.000256,LOTUS PACIFIC,"LOTUS PRAKASA LINES, PT",Request PPKB,1949.0,74.98,TANJUNG PERAK,2025-01-12 05:00,PKK.LN.IDSUB.2501.000256,SPB.IDSUB.0425.0000839,LOTUS PACIFIC,2025-04-25T16:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
K02813000007,PKK.DN.IDGRE.2509.000832,KENCANA SANJAYA,"VETO TOMBAK SEGARA, PT",Realization,2526.0,82.3,TANJUNG PERAK,2025-10-31 10:00,nan,,,,KENCANA SANJAYA,2526,82.3,LAUT,AREA REDE DALAM,"VETO TOMBAK SEGARA, PT",IDGRE-PLD-SPK.2510.011140,PKK.DN.IDGRE.2509.000832,K02813000007,RACHMAT HIDAYAT,11-10-2025 21:39,11-10-2025 21:39,,,,,,ZONA GRESIK,BELUM VERIFIKASI
PZV013000001,PKK.DN.IDSUB.2509.001191,PATRA ZALVA V,"PELAYARAN HUB MARITIM INDONESIA, PT",Realization,758.0,56.83,TANJUNG PERAK,2025-10-13 13:00,nan,,,,PATRA ZALVA V,758,56.83,LAUT,ZONA LABUH 2 (SURABAYA),"PELAYARAN HUB MARITIM INDONESIA, PT",IDSUB-PLD-SPK.2509.024342,PKK.DN.IDSUB.2509.001191,PZV013000001,AGUS PRIHANTORO,07-10-2025 11:01,07-10-2025 11:02,,,,,,ZONA SURABAYA,BELUM VERIFIKASI
KXWD13000007,PKK.DN.IDGRE.2509.000801,NIMAOME EMRAN,"GURITA LINTAS SAMUDERA, PT",Realization,36613.0,196.0,TANJUNG PERAK,2025-10-31 01:00,nan,,,,NIMAOME EMRAN,36613,196,LAUT,AREA REDE DALAM,"GURITA LINTAS SAMUDERA, PT",IDGRE-PLD-SPK.2510.011443,PKK.DN.IDGRE.2509.000801,KXWD13000007,MOCHAMAD ABDUL HERI,10-10-2025 08:15,10-10-2025 09:50,,,,,,ZONA GRESIK,BELUM VERIFIKASI
