active,amount,branch_id,created_at,currency_name,description,end_date,id,id_currency,index,judul_ba,kode_kepil,loa_description,location_name,name_branch,start_date,status,timezones,total,total_page,uper_multiplication,url_file
1,675000,17,2024-01-16 11:52,Rupiah,"Rp. di dermaga, loa => 250",2030-12-31 23:59,1755,1,78,,PNK01,LOA >= 250,KALIMAS-DERMAGA KM,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1350000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa => 250",2030-12-31 23:59,1778,2,79,,PNK01,LOA >= 250,KALIMAS-DERMAGA KM,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1150000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa 150 > 250",2030-12-31 23:59,1734,2,80,,PNK01,LOA 150 > 250,KALIMAS-DERMAGA KLM,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,675000,17,2024-01-16 11:52,Rupiah,"Rp. di dermaga, loa => 250",2030-12-31 23:59,1756,1,81,,PNK01,LOA >= 250,KALIMAS-DERMAGA KLM,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1350000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa => 250",2030-12-31 23:59,1779,2,82,,PNK01,LOA >= 250,KALIMAS-DERMAGA KLM,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1150000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa 150 > 250",2030-12-31 23:59,1735,2,83,,PNK01,LOA 150 > 250,NILAM UTARA,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,675000,17,2024-01-16 11:52,Rupiah,"Rp. di dermaga, loa => 250",2030-12-31 23:59,1757,1,84,,PNK01,LOA >= 250,NILAM UTARA,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1350000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa => 250",2030-12-31 23:59,1780,2,85,,PNK01,LOA >= 250,NILAM UTARA,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,1150000,17,2024-01-16 11:52,Dollar,"US$. di dermaga, loa 150 > 250",2030-12-31 23:59,1736,2,86,,PNK01,LOA 150 > 250,KADE BENOA,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
1,675000,17,2024-01-16 11:52,Rupiah,"Rp. di dermaga, loa => 250",2030-12-31 23:59,1758,1,87,,PNK01,LOA >= 250,KADE BENOA,REGIONAL 3 TANJUNG PERAK,2024-01-01 00:00,TARIF AKTIF,Asia/Jakarta,438,1,110,
