no_pkk,no_pkk_inaportnet,vessel_name,company_name,name_process_code,gt,loa,name_branch,departure_date
BKJ025000001,,BAHARI KUSUMA JAYA,"ANTARMODA MARITIM NUSANTARA, PT",Realization,978.0,75.7,BANJARMASIN,2025-09-05T10:01:00.000Z
R31625000006,PKK.DN.IDBDJ.2509.000483,RMN 316,"ADYA TRIAMARGA, PT",Request PPKB,3142.0,91.44,BANJARMASIN,2025-09-06T15:00:00.000Z
L9OP74000001,PKK.DN.IDKUM.2508.000135,ROYAL SELATAN,"DUTA RARA BORNEO LINE, PT",Request PPKB,759.0,64.2,KUMAI,2025-08-25T02:00:00.000Z
MM7709000038,PKK.DN.IDSRG.2508.000264,MERATUS MANADO,"MERATUS LINE, PT",Request PPKB,9440.0,144.83,TANJUNG EMAS,2025-08-26T10:00:00.000Z
SHJ225000017,,SUMBER JAYA 3022,"MULTI LINE BORNEO, PT",Realization,3609.0,91.44,BANJARMASIN,2025-09-05T15:00:00.000Z
XYN425000028,PKK.DN.IDBDJ.2509.000470,PRIMA LIMA,"MULTI LINE BORNEO, PT",Realization,3142.0,91.44,BANJARMASIN,2025-09-09T15:55:00.000Z
DCRG57000001,PKK.DN.IDKBU.2509.000111,NELLY 72,PT. LEMA SAMUDERA RAYA,Realization,3145.0,90.0,KOTABARU,2025-09-06T06:00:00.000Z
PZ6L25000007,PKK.DN.IDBDJ.2509.000466,BAHARI SETYA XXX,"RIMAU BAHTERA SHIPPING, PT",Realization,4117.0,94.5,BANJARMASIN,2025-09-15T05:59:00.000Z
SGD483000001,PKK.DN.IDSMQ.2509.000063,SELANCAR DJAJA,"MENTAYA MARITIM LOGISTIK, PT",Realization,1330.0,70.09,SAMPIT,2025-09-12T16:00:00.000Z
BMTA83000001,PKK.DN.IDSMQ.2509.000061,DPS 2588,"MENTAYA MARITIM LOGISTIK, PT",Realization,2008.0,76.2,SAMPIT,2025-09-12T16:00:00.000Z
8Z8025000010,PKK.DN.IDBDJ.2509.000465,SUNWIN 228,"MITRA BAHARI SENTOSA, PT",Realization,1939.0,76.2,BANJARMASIN,2025-09-10T10:00:00.000Z
LAOR09000002,PKK.DN.IDSRG.2509.000063,NRS VI,"DASA KARINDO UTAMA, PT",Realization,1623.0,73.15,TANJUNG EMAS,2025-09-15T08:00:00.000Z
BC2227000697,,BOUNTY CRUISES,"GEDE KADEK BROTHERS, PT",Realization,622.0,44.0,BENOA,2025-09-05T10:00:00.000Z
820K09000013,PKK.DN.IDSRG.2509.000056,BUANA 02,"DASA KARINDO UTAMA, PT",Realization,1440.0,70.09,TANJUNG EMAS,2025-09-12T08:00:00.000Z
X3JV25000001,PKK.DN.IDBDJ.2509.000389,VIRGO SEJATI 352,"VIRGO SAMUDERA JAYA, PT",Realization,4338.0,100.58,BANJARMASIN,2025-09-07T15:00:00.000Z
IXZN25000014,,DUTA PERKASA 2712,"MULTI LINE BORNEO, PT",Realization,2528.0,82.3,BANJARMASIN,2025-09-04T15:00:00.000Z
KN8125000002,PKK.DN.IDBDJ.2509.000354,KARYA NUSANTARA 89,PT Salam Satu Jangkar,Realization,1501.0,78.2,BANJARMASIN,2025-09-08T11:57:00.000Z
4K1Q25000010,PKK.DN.IDBDJ.2509.000338,BINA SAMUDERA68,"BINA BANUA SAMUDERA, PT",Realization,1955.0,76.2,BANJARMASIN,2025-09-04T15:00:00.000Z
BC2227000696,,BOUNTY CRUISES,"GEDE KADEK BROTHERS, PT",Realization,622.0,44.0,BENOA,2025-09-04T10:00:00.000Z
QYT225000020,,TRT - 01,"TANJUNG RAYA PLYWOOD, PT",Request PPKB,860.0,51.46,BANJARMASIN,2025-05-27T09:00:00.000Z
B2CM25000035,PKK.DN.IDBDJ.2509.000282,CPT 2702,PT Mega Jaya Energy Borneo,Request PPKB,2214.0,82.96,BANJARMASIN,2025-09-04T22:00:00.000Z
OJO074000002,PKK.DN.IDKUM.2509.000014,CITRA MANDIRI 2603,"SALAM SAMUDRA ENERGI, PT",Realization,2160.0,79.25,KUMAI,2025-09-15T03:00:00.000Z
E72983000002,PKK.DN.IDSMQ.2509.000038,EADYRA 729,"RIZQI SAMUDERA INDONESIA, PT",Realization,2144.0,82.3,SAMPIT,2025-09-16T15:00:00.000Z
101S23000024,PKK.DN.IDBJU.2509.000014,FERIMAS PERKASA,"INDOLINE INCOMEKITA, PT",Request PPKB,995.0,74.45,TANJUNG WANGI,2025-10-10T02:00:00.000Z
BC2227000695,,BOUNTY CRUISES,"GEDE KADEK BROTHERS, PT",Realization,622.0,44.0,BENOA,2025-09-03T10:00:00.000Z
CJIN57000001,PKK.DN.IDKBU.2508.000806,NAKULA,PT. PANCA MERAK SAMUDERA,Request PPKB,505.0,45.02,KOTABARU,2025-09-02T10:00:00.000Z
YZVT25000004,PKK.DN.IDBDJ.2509.000170,VIRGO SEJATI 238,"VIRGO SAMUDERA JAYA, PT",Realization,3686.0,91.44,BANJARMASIN,2025-09-02T15:30:00.000Z
RYKK09000009,PKK.DN.IDSRG.2509.000025,CHANEL,"SAHABAT MITRA BAHARI, PT",Realization,1838.0,70.09,TANJUNG EMAS,2025-09-07T00:00:00.000Z
PRBS25000002,,KRI PULAU RAAS 722,LANAL BANJARMASIN MARKAS BESAR TNI AL,Realization,550.0,45.0,BANJARMASIN,2025-09-05T06:00:00.000Z
640B57000001,PKK.DN.IDSTU.2309.000356,HAJJAH MARYANI 01,PT. BATULICIN NUSANTARA MARITIM Tbk,Request PPKB,1355.0,50.4,KOTABARU,2023-10-31T02:59:00.000Z
ANK927000003,PKK.DN.IDBOA.2509.000118,KUDA NIL EXPLORER,TRANS CAKRAWALA PERKASA. PT,Request PPKB,923.0,48.72,BENOA,2025-09-05T08:00:00.000Z
MO0925000017,,MOMENTUM 3009,PT Immanu Sukses Bersama,Realization,3129.0,91.44,BANJARMASIN,2025-09-01T17:00:00.000Z
L32825000019,,LMN 328 BG,PT Immanu Sukses Bersama,Realization,3578.0,94.49,BANJARMASIN,2025-09-01T17:00:00.000Z
T12209000001,PKK.DN.IDSRG.2509.000015,TRIAKSA 17,MODA INDONESIA AGENCY. PT,Realization,2908.0,90.0,TANJUNG EMAS,2025-09-29T17:00:00.000Z
ONFS25000071,,ANT 989 2019,SARANA MARITIM SEJAHTERA PT,Realization,3106.0,91.4,BANJARMASIN,2025-09-01T22:00:00.000Z
0QFO26000003,PKK.DN.IDCXP.2405.000013,TIRTA NUSA I,"SOLUSI BANGUN INDONESIA TBK, PT",Realization,2041.0,73.5,TANJUNG INTAN,2024-05-31T16:00:00.000Z
QAQW26000002,PKK.DN.IDCXP.2405.000029,TIRTA NUSA II,"SOLUSI BANGUN INDONESIA TBK, PT",Realization,2041.0,73.5,TANJUNG INTAN,2024-05-11T16:00:00.000Z
PS1S09000022,,"PETROGAS SUPPLY 1  ,SV","PUALAM EMAS SEJAHTERA, PT",Request PPKB,539.0,50.0,TANJUNG EMAS,2025-07-31T16:59:00.000Z
BC2227000694,,BOUNTY CRUISES,"GEDE KADEK BROTHERS, PT",Realization,622.0,44.0,BENOA,2025-09-02T10:00:00.000Z
XG7Y25000012,PKK.DN.IDBDJ.2509.000067,DELTA II,"MITRA BAHARI SENTOSA, PT",Realization,1361.0,71.09,BANJARMASIN,2025-09-07T14:00:00.000Z
YS9G25000001,PKK.DN.IDBDJ.2509.000037,CB 1210,"BATUAH ABADI LINES, PT",Request PPKB,5225.0,114.0,BANJARMASIN,2025-09-01T15:00:00.000Z
PZTW57000005,PKK.DN.IDKBU.2508.000715,SAMTIMAS 05,PT. ALWIESTA NIAGA MANDIRI,Realization,4170.0,100.58,KOTABARU,2025-08-28T02:00:00.000Z
PZTW57000005,PKK.DN.IDKBU.2508.000715,SAMTIMAS 05,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,4170.0,100.58,KOTABARU,2025-08-28T02:00:00.000Z
2EA225000009,PKK.DN.IDBDJ.2508.004378,ALHENA,"BARITO SAMUDRA SEJAHTERA, PT",Realization,1518.0,73.15,BANJARMASIN,2025-09-07T15:00:00.000Z
CTNS60000007,,CINTA NATOMAS,"TRIJAYA GLOBAL MARINDO, PT",Request PPKB,596.79,176.26,CELUKAN BAWANG,2026-12-31T05:37:00.000Z
5XTI25000021,PKK.DN.IDBDJ.2508.004342,VIRGO SEJATI 22,"VIRGO SAMUDERA JAYA, PT",Realization,3551.0,91.44,BANJARMASIN,2025-08-31T15:30:00.000Z
GD0325000024,PKK.DN.IDBDJ.2508.004315,GANDASARI 3003,"BARITO SAMUDRA SEJAHTERA, PT",Realization,3039.0,91.44,BANJARMASIN,2025-09-07T15:00:00.000Z
O0I457000004,PKK.DN.IDKBU.2501.000269,FINACIA 93,PT. TIDAR SAMUDERA RAYA,Request PPKB,3104.0,87.78,KOTABARU,2025-01-16T12:00:00.000Z
FYCL25000095,PKK.DN.IDBDJ.2508.004289,ESP 311,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3110.0,87.78,BANJARMASIN,2025-09-01T15:00:00.000Z
1V1F57000001,PKK.DN.IDKBU.2504.000222,LIANA XVII,PT. ALWIESTA NIAGA MANDIRI,Realization,4265.0,100.58,KOTABARU,2025-04-10T02:00:00.000Z
02RY25000007,,SMS 10,"ADYA TRIAMARGA, PT",Realization,3197.0,91.5,BANJARMASIN,2025-08-31T14:37:00.000Z
4MPE25000131,,MBP 1505,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-08-30T15:30:00.000Z
MN9257000001,PKK.LN.IDKBU.2508.000658,MV CLARKE QUAY,PT. RIANDY FIESTA SAMUDERA,Request PPKB,35953.0,199.98,KOTABARU,2025-08-30T09:00:00.000Z
K12283000010,PKK.DN.IDSMQ.2508.000549,KARTIKA 1,"SAMUDERA PAL SEMBILAN, PT",Realization,2529.0,80.0,SAMPIT,2025-09-05T03:00:00.000Z
N8JZ25000142,PKK.DN.IDBDJ.2508.004266,IHSAN 3,"BARITO GAS UTAMA, PT",Realization,1130.0,67.8,BANJARMASIN,2025-09-02T15:00:00.000Z
AP6674000001,,ALKEN PIKAT,"MEGAN SAMUDRA JAYA, PT",Realization,1552.0,75.98,KUMAI,2025-09-10T16:00:00.000Z
6PSM25000126,,MBP 1503,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-08-30T07:00:00.000Z
VS3325000038,PKK.DN.IDBDJ.2508.004189,VIRGO SEJATI 333,"VIRGO SAMUDERA JAYA, PT",Realization,4171.0,100.58,BANJARMASIN,2025-08-30T15:30:00.000Z
R76J25000137,PKK.DN.IDBDJ.2508.004179,ISA 311,"TERA LOGISTIC INDONESIA, PT",Realization,3112.0,91.5,BANJARMASIN,2025-09-02T15:00:00.000Z
VDCE57000001,PKK.DN.IDKBU.2508.000539,LIUS MAHAKAM,PT. LIMA SEMBILAN SEMBILAN SEMBILAN,Realization,2145.0,82.3,KOTABARU,2025-08-26T15:00:00.000Z
C36425000014,PKK.DN.IDBDJ.2508.004146,VIRGO SEJATI 177,"VIRGO SAMUDERA JAYA, PT",Realization,3142.0,91.44,BANJARMASIN,2025-08-30T05:00:00.000Z
A37A25000009,PKK.DN.IDBDJ.2508.004126,MBS 271,"MITRA BAHARI SENTOSA, PT",Realization,2480.0,79.01,BANJARMASIN,2025-09-06T10:00:00.000Z
EO5V25000002,,RMN 353,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3141.0,87.39,BANJARMASIN,2025-08-29T20:00:00.000Z
S36625000003,PKK.DN.IDBDJ.2508.004114,STB 30,"GAYATRI SAMUDERA MANDIRI, PT",Realization,1956.0,83.13,BANJARMASIN,2025-09-15T08:34:00.000Z
K31657000002,PKK.DN.IDKBU.2508.000035,KAPUAS JAYA 316,PT. RIANDY FIESTA SAMUDERA,Request PPKB,3632.0,94.53,KOTABARU,2025-08-06T06:53:00.000Z
KRPR09000001,,KRI. PULAU RIMAU 724,LANAL SEMARANG,Realization,506.0,60.0,TANJUNG EMAS,2025-09-01T05:00:00.000Z
PS1S09000022,,"PETROGAS SUPPLY 1  ,SV","PUALAM EMAS SEJAHTERA, PT",Realization,539.0,50.0,TANJUNG EMAS,2025-07-31T16:59:00.000Z
YCTO25000124,,MBP 1501,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-08-29T05:00:00.000Z
SENI25000008,,SENTANA INDAH,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3188.0,91.5,BANJARMASIN,2025-08-29T11:32:00.000Z
PS1S09000022,,"PETROGAS SUPPLY 1  ,SV","PUALAM EMAS SEJAHTERA, PT",Realization,539.0,50.0,TANJUNG EMAS,2025-07-31T16:59:00.000Z
TLH525000001,PKK.DN.IDBDJ.2209.001636,PUSPAWATI,"TERA LOGISTIC INDONESIA, PT",Realization,2889.0,93.0,BANJARMASIN,2022-09-21T08:23:00.000Z
14IX25000006,,PACIFIC 3028,PT Immanu Sukses Bersama,Realization,3272.0,91.44,BANJARMASIN,2025-08-28T17:00:00.000Z
KM1183000004,PKK.DN.IDSMQ.2508.000520,KAPUAS MITRA 118,"PRIMA KARYA MARITIM INDONESIA, PT",Realization,743.0,54.86,SAMPIT,2025-09-05T16:00:00.000Z
A06774000001,,ASIA PERSADA,KURNIA SUKSES SEMESTA,Realization,2440.0,90.4,KUMAI,2025-09-01T05:00:00.000Z
R40P25000068,PKK.DN.IDBDJ.2508.003870,TAMA 3086,"MULTI LINE BORNEO, PT",Request PPKB,3492.0,91.44,BANJARMASIN,2025-08-30T15:55:00.000Z
V13725000016,PKK.DN.IDBDJ.2508.003854,VIRGO SEJATI 137,"VIRGO SAMUDERA JAYA, PT",Realization,3142.0,91.44,BANJARMASIN,2025-08-27T15:30:00.000Z
5VIY25000014,PKK.DN.IDBDJ.2508.003843,PATRIA 3218,"BARITO SAMUDRA SEJAHTERA, PT",Realization,4295.0,97.6,BANJARMASIN,2025-09-03T15:00:00.000Z
S35525000001,PKK.DN.IDBDJ.2508.003829,SEJAHTERA 33,"GAYATRI SAMUDERA MANDIRI, PT",Realization,739.0,52.0,BANJARMASIN,2025-09-17T06:33:00.000Z
EAAD57000002,PKK.DN.IDKBU.2508.000533,SLM SELENE 2,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,2115.0,90.4,KOTABARU,2025-08-24T10:30:00.000Z
VQC125000001,PKK.DN.IDBDJ.2508.003827,NELLY 100,"MAHAR SAMUDRA TRANSINDO, PT",Realization,3269.0,91.44,BANJARMASIN,2025-08-31T15:00:00.000Z
MJL825000126,,MJL 332,"TERA LOGISTIC INDONESIA, PT",Realization,4332.0,100.58,BANJARMASIN,2025-08-27T07:00:00.000Z
UO2C57000002,PKK.DN.IDSTU.2502.000445,RMN 328,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3142.0,87.78,KOTABARU,2025-02-19T15:55:00.000Z
HP6257000002,PKK.DN.IDSTU.2501.000352,GOLD TRANS 3012,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,3731.0,91.44,KOTABARU,2025-01-17T15:00:00.000Z
AJAK57000006,,AJAK  653.  KRI*,TNI ANGKATAN LAUT,Request PPKB,540.0,50.0,KOTABARU,2025-08-26T14:00:00.000Z
A2E125000008,,SAKHAMAS 3003,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,4068.0,94.49,BANJARMASIN,2025-08-27T06:32:00.000Z
SN7029000016,PKK.DN.IDKOE.2508.000167,SABUK NUSANTARA 73,"PELAYARAN DHARMA INDAH, PT",Realization,2077.0,68.5,TENAU KUPANG,2025-08-28T15:00:00.000Z
TG1557000001,PKK.DN.IDKBU.2508.000376,TGH 2515,PT. LIMA SEMBILAN SEMBILAN SEMBILAN,Realization,2208.0,76.25,KOTABARU,2025-08-19T05:00:00.000Z
S33383000002,PKK.DN.IDSMQ.2508.000489,SURYA ALAM 250333,JATARIM BINAU SAMPIT,Realization,2013.0,76.2,SAMPIT,2025-09-05T16:00:00.000Z
BUP325000001,,BUMI PALMA TIGA. TK,"ANTARMODA MARITIM NUSANTARA, PT",Realization,2840.0,91.44,BANJARMASIN,2025-08-27T11:19:00.000Z
QO0H25000004,PKK.DN.IDBDJ.2508.003740,SATRIA 2502,"MULTI LINE BORNEO, PT",Realization,2097.0,76.2,BANJARMASIN,2025-08-30T15:55:00.000Z
H30125000040,PKK.DN.IDBDJ.2508.003721,HASNUR 301,PT Jaya Agensi Kapal Indonesia,Realization,3078.0,87.78,BANJARMASIN,2025-08-27T15:00:00.000Z
FYCL25000094,PKK.DN.IDBDJ.2508.003720,ESP 311,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3110.0,87.78,BANJARMASIN,2025-08-28T00:00:00.000Z
ZKOB25000002,PKK.DN.IDBDJ.2508.003714,ROBBY 373,"PERUSAHAAN PELAYARAN RUSIANTO BERSAUDARA, PT",Realization,3163.0,91.5,BANJARMASIN,2025-08-30T15:00:00.000Z
O3DU25000022,PKK.DN.IDBDJ.2508.003677,INDAH ABADI 2,"SANDI ADI PERKASA, PT",Realization,3388.0,100.58,BANJARMASIN,2025-09-06T15:00:00.000Z
MS1825000086,,MASADA 18,"TERA LOGISTIC INDONESIA, PT",Realization,3357.0,87.84,BANJARMASIN,2025-08-26T11:00:00.000Z
EC3K25000113,,RMN 3321,"TERA LOGISTIC INDONESIA, PT",Realization,4338.0,100.58,BANJARMASIN,2025-08-26T04:00:00.000Z
6FRW25000008,PKK.DN.IDBDJ.2508.003645,VIRGO SEJATI 26,"VIRGO SAMUDERA JAYA, PT",Realization,3012.0,91.5,BANJARMASIN,2025-08-26T15:30:00.000Z
E0PR25000003,PKK.DN.IDBDJ.2508.003633,R M N  380,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,3071.0,87.78,BANJARMASIN,2025-08-27T08:00:00.000Z
IHLW25000065,PKK.DN.IDBDJ.2508.003598,BAHARI SETYA XX,"RIMAU BAHTERA SHIPPING, PT",Realization,4255.0,100.58,BANJARMASIN,2025-08-31T13:39:00.000Z
FLV557000002,PKK.DN.IDKBU.2412.000532,LIANA II,PT. ALWIESTA NIAGA MANDIRI,Realization,3033.0,91.5,KOTABARU,2024-12-18T02:00:00.000Z
A50325000003,,KRI AMBOINA-503,LANAL BANJARMASIN MARKAS BESAR TNI AL,Realization,2378.0,100.0,BANJARMASIN,2025-08-27T06:00:00.000Z
RL7725000023,,REZEKI LAUTAN 717,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3420.0,91.44,BANJARMASIN,2025-08-26T11:12:00.000Z
IS2825000001,,INDO SUKSES 28,"ANTARMODA MARITIM NUSANTARA, PT",Realization,4047.0,91.45,BANJARMASIN,2025-08-26T10:32:00.000Z
F68H25000001,PKK.DN.IDBDJ.2508.003547,KBT 06,MEGA BAHTERA KENCANA PT,Realization,1441.0,70.09,BANJARMASIN,2025-08-26T15:00:00.000Z
BP9957000003,PKK.DN.IDKBU.2508.000653,BLOSSOM PESCADORES,PT. PRIMA SAMUDRA SAKTI,Realization,4334.0,100.74,KOTABARU,2025-08-28T12:00:00.000Z
WDHJ83000001,PKK.DN.IDSMQ.2410.000019,KLI 15,"PELAYARAN INTI INTERNATIONAL, PT",Request PPKB,2217.0,54.9,SAMPIT,2024-10-04T09:00:00.000Z
ICQF25000001,PKK.DN.IDBDJ.2508.003537,MBS 279,"MITRA BAHARI SENTOSA, PT",Realization,2194.0,82.3,BANJARMASIN,2025-08-31T12:00:00.000Z
TMSI09000011,PKK.DN.IDSRG.2508.000291,TMS I,KALANDARA INDAH LAUTINDO PT,Realization,2124.0,82.3,TANJUNG EMAS,2025-08-30T16:00:00.000Z
KRPR25000002,,KRI. PULAU RIMAU 724,LANAL BANJARMASIN MARKAS BESAR TNI AL,Realization,506.0,60.0,BANJARMASIN,2025-08-28T06:00:00.000Z
GORA74000010,PKK.DN.IDKUM.2508.000177,SENGGORA BRIDGE,"PELAYARAN SENGGORA, PT",Realization,2785.0,82.3,KUMAI,2025-09-02T16:00:00.000Z
0BJ927000003,PKK.DN.IDBOA.2508.002940,PGL 008,TRANS CAKRAWALA PERKASA. PT,Realization,5281.0,108.78,BENOA,2025-08-31T10:00:00.000Z
E2UL25000049,,RMN 3323,"TERA LOGISTIC INDONESIA, PT",Realization,4338.0,100.58,BANJARMASIN,2025-08-24T04:00:00.000Z
E6CO57000002,PKK.DN.IDKBU.2508.000416,SIMTRANS 339,PT. TERA LOGISTIC INDONESIA,Request PPKB,4865.0,103.3,KOTABARU,2025-08-19T00:00:00.000Z
D9KO57000025,PKK.DN.IDKBU.2508.000568,BUNG TOMO,PT. TIDAR SAMUDERA RAYA,Request PPKB,1257.0,63.0,KOTABARU,2025-08-28T15:00:00.000Z
YZVO25000008,PKK.DN.IDBDJ.2508.003399,CAKRAWALA XXXVI 2024,SARANA MARITIM SEJAHTERA PT,Request PPKB,3510.0,91.44,BANJARMASIN,2025-08-24T22:00:00.000Z
ADL0625000001,,ADELINE 06,"MASADA JAYA LINES, PT",Realization,1826.0,63.94,BANJARMASIN,2025-08-25T15:00:00.000Z
IS1725000001,,INDO SUKSES 27,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3823.0,91.45,BANJARMASIN,2025-08-25T04:31:00.000Z
KOQT57000004,PKK.DN.IDSTU.2508.000494,HUI HONG BEI JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1831.0,58.0,KOTABARU,2025-09-17T06:00:00.000Z
BO1483000003,PKK.DN.IDSMQ.2508.000433,BUANA OCEAN 14,"PELAYARAN SUMBER PENGHIDUPAN ABADI JAYA, PT",Realization,1845.0,76.2,SAMPIT,2025-08-30T09:00:00.000Z
VRGS25000013,PKK.DN.IDBDJ.2508.003306,VIRGO SEJATI 27,"VIRGO SAMUDERA JAYA, PT",Realization,3100.0,91.44,BANJARMASIN,2025-08-24T05:00:00.000Z
IN2725000005,PKK.DN.IDBDJ.2508.003297,INDOTRANS 2707,"MASADA JAYA LINES, PT",Realization,2133.0,69.0,BANJARMASIN,2025-09-04T15:00:00.000Z
V28883000004,PKK.DN.IDSMQ.2508.000425,VIRGO SEJATI 288,JATARIM BINAU SAMPIT,Realization,2392.0,82.3,SAMPIT,2025-08-30T16:00:00.000Z
F32225000001,PKK.DN.IDBDJ.2304.002331,FTU 3502,"TERA LOGISTIC INDONESIA, PT",Request PPKB,6214.0,110.0,BANJARMASIN,2023-05-31T02:31:00.000Z
BI9225000008,PKK.DN.IDBDJ.2508.003205,BAHARI II,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,1358.0,72.81,BANJARMASIN,2025-08-31T14:30:00.000Z
PC0925000011,PKK.DN.IDBDJ.2508.003153,PACIFIC 3009,PT Immanu Sukses Bersama,Realization,3249.0,89.0,BANJARMASIN,2025-08-31T15:00:00.000Z
W3L757000013,PKK.DN.IDSTU.2508.000433,HUI HONG NAN JIA,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,1488.0,56.1,KOTABARU,2025-08-31T15:00:00.000Z
WM2H25000019,PKK.DN.IDBDJ.2508.003087,WGM 2502 H,PELAYARAN SANLE MAKMUR,Realization,4000.0,76.2,BANJARMASIN,2025-08-31T15:00:00.000Z
CL1357000001,PKK.DN.IDKBU.2508.000554,RVR 2,PT. ALWIESTA NIAGA MANDIRI,Realization,1890.0,70.23,KOTABARU,2025-08-23T15:00:00.000Z
S16925000033,,SOEKAWATI 169,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3093.0,91.5,BANJARMASIN,2025-08-22T02:00:00.000Z
S29125000024,PKK.DN.IDBDJ.2508.003027,SOEKAWATI 2702,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2133.0,82.3,BANJARMASIN,2025-08-23T01:08:00.000Z
09UH25000003,PKK.DN.IDBDJ.2508.002998,PENTA OIL,PT. ATIKA JAYA SAMUDERA,Realization,1539.0,70.12,BANJARMASIN,2025-08-23T15:00:00.000Z
PT1725000049,PKK.DN.IDBDJ.2508.002994,PULAU TIGA 3017,"SAGA MAS LESTARI, PT",Realization,3142.0,87.78,BANJARMASIN,2025-08-22T09:00:00.000Z
H75S25000052,,BINA SAMUDERA 168,"BARUNA PASIFIK RAYA, PT",Realization,4263.0,100.58,BANJARMASIN,2025-08-21T23:00:00.000Z
S35725000035,PKK.DN.IDBDJ.2508.002985,SOEKAWATI 357,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3093.0,91.5,BANJARMASIN,2025-08-22T09:53:00.000Z
MDY529000007,PKK.DN.IDKOE.2508.000130,MERATUS PROJECT 3,"MERATUS LINE, PT",Realization,9611.0,138.07,TENAU KUPANG,2025-08-23T15:00:00.000Z
CQY783000002,PKK.DN.IDSMQ.2508.000370,ATHENA 2701,"SAMUDERA ISWARA PERKASA, PT",Realization,2156.0,82.3,SAMPIT,2025-08-30T16:00:00.000Z
M50225000010,,MBP 1502,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-08-21T07:00:00.000Z
E33357000004,PKK.DN.IDKBU.2508.000264,EASTER 333,PT. TIDAR SAMUDERA RAYA,Request PPKB,2808.0,82.91,KOTABARU,2025-08-20T15:00:00.000Z
5UR857000007,PKK.DN.IDKBU.2504.000283,INTAN 7502,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3141.0,87.86,KOTABARU,2025-04-16T15:00:00.000Z
D9KO57000024,PKK.DN.IDKBU.2508.000205,BUNG TOMO,PT. TIDAR SAMUDERA RAYA,Request PPKB,1257.0,63.0,KOTABARU,2025-08-17T22:00:00.000Z
DZGD27000001,PKK.DN.IDBOA.2508.002371,PERMATA OCEAN,"PERTAMINA TRANS KONTINENTAL, PT",Realization,3227.0,87.67,BENOA,2025-08-23T18:00:00.000Z
RL0125000016,,REZEKI LAUTAN I,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3101.0,91.44,BANJARMASIN,2025-08-21T14:13:00.000Z
P8C225000075,,PEC 8512,"TERA LOGISTIC INDONESIA, PT",Realization,3906.0,98.26,BANJARMASIN,2025-08-20T19:00:00.000Z
6PSM25000125,,MBP 1503,"TERA LOGISTIC INDONESIA, PT",Realization,7295.0,114.0,BANJARMASIN,2025-08-20T19:00:00.000Z
RL9125000019,,REZEKI LAUTAN 919,"ANTARMODA MARITIM NUSANTARA, PT",Realization,3420.0,91.44,BANJARMASIN,2025-08-21T12:31:00.000Z
ZQII25000015,,STEENKOOL 1,"MASADA JAYA LINES, PT",Realization,817.0,54.86,BANJARMASIN,2025-08-30T15:00:00.000Z
N90125000089,,PULAU TIGA 3708,"TERA LOGISTIC INDONESIA, PT",Realization,5390.0,108.56,BANJARMASIN,2025-08-21T04:00:00.000Z
CJ1825000106,,PULAU TIGA 3391,"TERA LOGISTIC INDONESIA, PT",Realization,4931.0,103.3,BANJARMASIN,2025-08-20T15:00:00.000Z
82U326000003,PKK.DN.IDCXP.2508.000022,ELIZABETH 1,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,1734.0,78.34,TANJUNG INTAN,2025-08-08T00:00:00.000Z
W36925000031,,"WINBUILD 369, BG","TERA LOGISTIC INDONESIA, PT",Realization,5338.0,106.8,BANJARMASIN,2025-08-20T07:00:00.000Z
YHN625000028,,YOHANNA 6,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2125.0,82.3,BANJARMASIN,2025-08-20T02:00:00.000Z
SKW725000029,PKK.DN.IDBDJ.2508.002746,SOEKAWATI 327,"SAUFA KHALID MARITIM SAMUDERA, PT",Request PPKB,3060.0,87.78,BANJARMASIN,2025-08-20T13:42:00.000Z
BR5625000001,,BINA MARINE 56,"SAGA MAS LESTARI, PT",Request PPKB,3267.0,91.44,BANJARMASIN,2025-08-20T09:00:00.000Z
